,number,value,datetime_start,datetime_complete,duration,params_beta,params_f_cross_layer,params_hi5_cin_fn_k,params_hi5_dur_cin_par1,params_hi5_rel_beta,params_hpv16_cin_fn_k,params_hpv16_dur_cin_par1,params_hpv18_cin_fn_k,params_hpv18_dur_cin_par1,params_m_cross_layer,params_ohr_cin_fn_k,params_ohr_dur_cin_par1,params_ohr_rel_beta,state
4001,4001,18.94472796821137,2026-01-14 19:19:52.008828,2026-01-14 19:22:52.208275,0 days 00:03:00.199447,0.41495799330515276,0.09378510014876448,0.079875521705968,7.28810832453179,0.19958067081092756,0.00013249240552879146,8.536122616733879,0.0328076193292173,1.772756062116933,0.5585424527318397,0.07677607887917058,4.26613125385305,0.8911172908636681,COMPLETE
1890,1890,18.952374265794212,2026-01-13 23:29:33.539189,2026-01-13 23:32:42.339999,0 days 00:03:08.800810,0.33306285425520143,0.07654246160967243,0.062491730569744,3.0205910679373518,0.031950173862120367,0.0004031412871117157,8.749283137420525,0.2602001756001079,2.0034381064596087,0.45844996637120056,0.042079004411362066,10.369949375490075,0.8161658552438619,COMPLETE
1781,1781,18.979764509315398,2026-01-13 22:40:32.093697,2026-01-13 22:43:47.876752,0 days 00:03:15.783055,0.29908653827483195,0.07643320577219467,0.0021534193194403806,10.42075888196836,0.01540626735509927,0.0004512506608883673,1.3476639644556114,0.20091875579210614,1.0103360743605247,0.3978076055164787,0.10367987544964542,11.475584401111227,0.8042960044741476,COMPLETE
1986,1986,18.980548662332865,2026-01-14 00:14:21.777401,2026-01-14 00:17:37.947468,0 days 00:03:16.170067,0.3217326201512868,0.1444834248327442,0.12564549000672473,5.616121363838353,0.01999638840637844,0.0008397937393780346,1.8581659672583442,0.14708712869905305,2.0024339062652516,0.3455291837727516,0.0662947947725581,11.18952207671405,0.32565568698369096,COMPLETE
3701,3701,18.98873584953136,2026-01-14 15:58:11.937564,2026-01-14 16:01:37.789093,0 days 00:03:25.851529,0.10204852565404468,0.09508369687966575,0.05895634257850224,7.730933119092175,0.34939984874472324,7.273085920159205e-05,7.714826720328955,0.06002195254120854,3.427134876114827,0.6228422290199079,0.018200294509481667,4.500039171862177,0.9293194965536652,COMPLETE
3473,3473,18.990710944916184,2026-01-14 14:05:22.889544,2026-01-14 14:09:17.567308,0 days 00:03:54.677764,0.4015178581981018,0.043547744469357254,0.03718951052803035,8.790272696913531,0.21565590629817424,0.00015021570355152431,7.5010214250539855,0.06353039909347508,2.256273374884449,0.5854345410911911,0.08057187868904846,5.942255154407506,0.9779306877917474,COMPLETE
2156,2156,18.99421056646417,2026-01-14 01:34:13.576891,2026-01-14 01:37:23.031215,0 days 00:03:09.454324,0.3145987089252968,0.09923802847088607,0.10330888148476651,5.61482444192994,0.029123399729843312,0.0005863540224343297,1.4203245755281142,0.18917240120874823,1.1988792445185548,0.4007373040956532,0.049797309486220076,11.186082912858158,0.8894323124970107,COMPLETE
3203,3203,19.006524298363146,2026-01-14 10:21:06.185299,2026-01-14 10:24:10.012558,0 days 00:03:03.827259,0.4051023356782042,0.027600065208721925,0.09899666578269455,10.120046958989544,0.2332340464150643,0.0007678528239978928,7.62237811700808,0.001614370432596851,1.9436718115418767,0.5910379860744956,0.12257703229710683,5.263532205054606,0.9773179135160796,COMPLETE
1937,1937,19.013888669452772,2026-01-13 23:51:27.638203,2026-01-13 23:54:42.717884,0 days 00:03:15.079681,0.3530112499614245,0.07051368528983824,0.09119339673286866,6.586392137273906,0.10944416744925009,0.00045121438240040574,1.9801032226525495,0.1366799618561647,1.2614805641485565,0.3583889334400132,0.10565285202863602,11.142165766734784,0.9465237909275365,COMPLETE
3372,3372,19.0328270409711,2026-01-14 11:38:39.553885,2026-01-14 11:41:29.400075,0 days 00:02:49.846190,0.40921896078342695,0.060513705081615986,0.0879032785352446,10.465502506906748,0.17971223689678148,0.00042252367163239744,7.777127683809375,0.05922037439827989,2.260386767109239,0.5606759425187935,0.06681080028053693,5.872395657760247,0.9411543492960908,COMPLETE
3532,3532,19.048018508465205,2026-01-14 14:35:31.103225,2026-01-14 14:38:47.420837,0 days 00:03:16.317612,0.23971691584696375,0.039953385369240035,0.019561953880078465,9.254928398617842,0.24164481658440531,0.00030119775477437994,7.885014640820942,0.06958545718639164,1.563163630823572,0.630935970824782,0.049490088501621246,5.613619541346282,0.9294290381703152,COMPLETE
2421,2421,19.056138226753983,2026-01-14 03:37:09.238749,2026-01-14 03:40:18.032377,0 days 00:03:08.793628,0.40653954798287933,0.04393654111883926,0.09168058622754319,8.37841383294668,0.15684926772718127,5.0433089218517675e-05,6.023030616418639,0.03748654866516449,2.7988596972870012,0.4827722890061366,0.12446747968174587,11.209244540417838,0.4464104450665986,COMPLETE
3688,3688,19.074579277308157,2026-01-14 15:53:18.314983,2026-01-14 15:56:41.241744,0 days 00:03:22.926761,0.15499707228272858,0.1165315661227796,0.00034382393600019927,7.1789838069471985,0.34655807238076264,0.03611272920850771,7.925002281424395,0.08411368042847929,2.4209407724199035,0.669480441541227,0.00046605634581507044,3.6516488042234885,0.9672383635631439,COMPLETE
1098,1098,19.07862305231363,2026-01-13 17:03:51.443030,2026-01-13 17:06:52.273671,0 days 00:03:00.830641,0.3115010666278794,0.14509859280957488,0.19659851127804348,3.2772964600522627,0.056772477391875686,0.0006439726056317908,2.3556030720426553,0.17903943140169903,2.6136952375878706,0.25032587665953726,0.042434347159205923,10.577545877904592,0.8878843651611282,COMPLETE
2270,2270,19.080872902509878,2026-01-14 02:26:51.924794,2026-01-14 02:30:03.418938,0 days 00:03:11.494144,0.35024416835882183,0.05209816554271962,0.05546836825625801,7.390461119044486,0.0003439573923753707,0.00010247350810689093,7.147891435821716,0.044281707764979375,2.1812297645511944,0.5129238969740475,0.11283092422777699,11.207132599270322,0.9538405877751963,COMPLETE
3807,3807,19.086781027645586,2026-01-14 17:55:14.542615,2026-01-14 17:58:05.094510,0 days 00:02:50.551895,0.2537575414310609,0.07147192224628612,0.05878797953255263,7.8950510098459645,0.35262640350914903,0.000210771173053089,7.383476899589436,0.04439565790996192,2.4137771150527843,0.6289521532196819,0.09338597096386811,5.556791361875476,0.9423258164897362,COMPLETE
3236,3236,19.098622376080648,2026-01-14 10:40:53.457218,2026-01-14 10:43:30.944001,0 days 00:02:37.486783,0.43988627108250805,0.05053559780088032,0.05367316843815287,10.767694370180621,0.19379783487472685,0.0007343220316834617,7.272430474606285,0.05625174291879988,1.7587410261186742,0.5642002365543503,0.07986237900029804,4.841249110649628,0.9631345045677653,COMPLETE
4330,4330,19.10179101810376,2026-01-14 21:59:27.442058,2026-01-14 22:02:43.846288,0 days 00:03:16.404230,0.3894016724722927,0.054904798265983976,0.043866825338091706,10.269122997395927,0.29085208472644547,0.00010003196826656235,7.912086676036334,0.05774711690879673,1.7881072445770547,0.6827197051425034,0.10159454462916309,5.324601600703159,0.9680031604227305,COMPLETE
1422,1422,19.10437291596447,2026-01-13 19:23:09.903800,2026-01-13 19:26:09.850961,0 days 00:02:59.947161,0.34840649161952825,0.1470547962878994,0.1805700918726935,2.8338750816785265,0.015435896118830807,0.0013227805644192429,1.8647977360393058,0.23758558696026558,1.318094498915426,0.45753280097734184,0.024498102906977858,9.879435479264048,0.8243670405647116,COMPLETE
3841,3841,19.108378867815773,2026-01-14 18:09:10.850638,2026-01-14 18:12:17.403171,0 days 00:03:06.552533,0.2428030181386321,0.07113734690143977,0.03372368897961251,8.19543715480119,0.8993353235083823,0.0004591389130983478,8.239576615039146,0.016939635309334816,2.3610993377986498,0.7017186752823451,0.04678353839896522,4.820729439307267,0.931054628156568,COMPLETE
2310,2310,19.109090817466704,2026-01-14 02:45:54.898475,2026-01-14 02:49:15.891805,0 days 00:03:20.993330,0.3565988439045296,0.04492533654670452,0.00795985292941604,7.94460026483659,0.06704795884828918,0.0006123521797919563,6.737054535056561,0.028521878478393492,2.1346543413308314,0.4465468958986412,0.03356404101507306,11.301901963055546,0.9451501069742333,COMPLETE
3044,3044,19.136789948962456,2026-01-14 09:15:19.370860,2026-01-14 09:17:54.049867,0 days 00:02:34.679007,0.4161096887114479,0.10019473985543909,0.061266011476050486,7.424788266798322,0.13751471761714626,0.00042453547846214347,8.826651646327521,0.09604471979549023,1.6525872670515889,0.7293064590003951,0.02691745483691067,5.164310450728288,0.9612709772223085,COMPLETE
2119,2119,19.14021844920811,2026-01-14 01:17:07.035465,2026-01-14 01:20:20.386964,0 days 00:03:13.351499,0.3207707861656522,0.062227157884125764,0.26887256015666294,3.3604964600125813,0.01762123990300502,0.0004531809468641027,1.353416033177224,0.10810131233040507,1.5603302173854552,0.4182055409687119,0.014600981918886494,11.610068684265073,0.9504773859665552,COMPLETE
2401,2401,19.14762903530365,2026-01-14 03:28:10.687825,2026-01-14 03:31:20.632919,0 days 00:03:09.945094,0.37492550987827283,0.021139652071061242,0.0012520210093279888,7.022264093042781,0.11887127739316049,0.00028769134964600363,7.897085637230502,0.012533670492856638,2.4567371152583206,0.6550098826043329,0.08455494012488918,11.976918972172564,0.9144425859674468,COMPLETE
4081,4081,19.148171233638486,2026-01-14 19:57:19.550411,2026-01-14 20:00:55.101064,0 days 00:03:35.550653,0.23418286201873123,0.09098067830418809,0.0337322394146762,9.829384195275061,0.19262284527316076,0.00018819714469214845,6.946553196988585,0.03554460756956871,2.8599690608217876,0.60241652832245,0.01236971909583003,9.073452658203376,0.9058249898134021,COMPLETE
2661,2661,19.149854708626503,2026-01-14 05:25:17.832473,2026-01-14 05:28:25.820302,0 days 00:03:07.987829,0.4087231561499724,0.04583744595691877,0.02730877567848654,7.764214974151579,0.13843666764825865,5.3517319636503595e-05,8.290927955966888,0.07237909607819384,2.0116639991515894,0.5470996278226167,0.04385067819404452,6.184966782343085,0.9791189159067135,COMPLETE
1783,1783,19.152267148001282,2026-01-13 22:41:33.656096,2026-01-13 22:44:59.733014,0 days 00:03:26.076918,0.2978878256642428,0.08789175127203404,0.03363775914476109,3.61843494485035,0.00019558497056257687,0.0006363234972636849,1.1806667798784503,0.15616556280790267,1.4047917198602786,0.40006231266531034,0.1192623707235605,11.623075134087047,0.7913397286727109,COMPLETE
1897,1897,19.168968576672068,2026-01-13 23:32:42.385458,2026-01-13 23:35:55.693978,0 days 00:03:13.308520,0.34637060471800657,0.2105146321354588,0.08492007624716576,2.8094956460615164,0.0520435010859379,0.0009140216596187966,2.4019612287863215,0.27002590861150705,1.0049729311517202,0.38848906312586884,0.0690495172634096,10.599071328446021,0.9012090672521197,COMPLETE
2853,2853,19.185439157651626,2026-01-14 06:51:41.851944,2026-01-14 06:54:51.389030,0 days 00:03:09.537086,0.4160059239881883,0.01834016835298713,0.08507569317187443,7.552771330737529,0.1277437562732023,0.00016940527519038434,7.710359003220832,0.7517712133570424,1.775059508725906,0.5683158277278566,0.11132304587743846,5.818848878852133,0.9657341825935296,COMPLETE
3492,3492,19.19315609199,2026-01-14 14:15:21.592178,2026-01-14 14:18:46.146688,0 days 00:03:24.554510,0.4135103643287334,0.01836536644895313,0.06366827770732433,9.968732598199706,0.14122846936368189,0.00044481793126474606,8.206985014885124,0.03110805633781028,1.9447133784260848,0.5227284944124194,0.14746300402289853,5.493463040724403,0.9231831019002407,COMPLETE
4313,4313,19.196488300102992,2026-01-14 21:52:11.228822,2026-01-14 21:55:19.693752,0 days 00:03:08.464930,0.4324532136946023,0.09407644750813435,0.027846662401454093,7.467414924250819,0.16831870792250106,0.0005077578576008819,7.266002169157468,0.06046735983191163,1.3878404605416543,0.6167072737548838,0.08402144292492386,3.0459729694023103,0.9996870339696132,COMPLETE
2934,2934,19.198523322638724,2026-01-14 07:29:18.550199,2026-01-14 07:32:33.158092,0 days 00:03:14.607893,0.4167302196379831,0.06194945245714552,0.025169623805365984,6.506181080699738,0.20725165946786317,0.00019106178854414452,7.381231482836793,0.0865087627322956,1.6693554148426388,0.6392783188018795,0.025738803914127428,4.122007176257504,0.9292387745094496,COMPLETE
2103,2103,19.212355680878428,2026-01-14 01:08:52.600075,2026-01-14 01:12:09.740463,0 days 00:03:17.140388,0.2866782193097727,0.19083612411316603,0.19053358034091686,2.9693814571590833,0.051805138793602885,0.0005593248828055827,1.9376895098198088,0.22147150792615428,1.5873880618598168,0.3571427748314518,0.06058024596614414,11.052728858586427,0.9025848767831999,COMPLETE
2536,2536,19.252799036572302,2026-01-14 04:29:07.081854,2026-01-14 04:32:15.817907,0 days 00:03:08.736053,0.4204761021407343,0.03171977071267246,0.07522749622744185,8.01737877340165,0.16723232654567063,6.606910613757592e-05,6.768604606224179,0.06625676550072956,2.2370051551806203,0.6747395333463033,0.09451048999857872,6.411883916656467,0.9914210910678084,COMPLETE
2765,2765,19.257520775651486,2026-01-14 06:12:53.775061,2026-01-14 06:15:58.908166,0 days 00:03:05.133105,0.43650382157963474,0.0342910742666077,0.08120105792831636,7.876796541943712,0.11848157997677039,0.0006245353166901722,6.834632138024977,0.0005153032821671941,2.223524748753466,0.4670915934073689,0.018049129464936996,7.005153888987418,0.9979871641053978,COMPLETE
2407,2407,19.26029175754033,2026-01-14 03:30:47.221658,2026-01-14 03:33:56.221849,0 days 00:03:09.000191,0.3550935242222052,0.02017742642312216,0.06182040167203834,7.231097077684888,0.07835624640511796,0.00014349928477160013,6.766487911456201,0.014825232847216652,2.1094181110486745,0.4629566988810617,0.08610615357617628,11.397345452277289,0.9151499860114678,COMPLETE
2904,2904,19.273707667725215,2026-01-14 07:15:52.365525,2026-01-14 07:19:03.141384,0 days 00:03:10.775859,0.4136042000723676,0.09286711035147155,0.013656850621853706,6.95525387590709,0.14125907919469752,4.3830602312710794e-05,7.862354344669042,0.08424537462210382,1.4805142419335635,0.6454719152483904,0.04867800344761178,5.314966847724945,0.9167717072818694,COMPLETE
3304,3304,19.27930936668052,2026-01-14 11:10:37.804448,2026-01-14 11:15:02.997513,0 days 00:04:25.193065,0.41142567368882615,0.07396953355455797,0.054761334144955785,10.092609949434525,0.14197216491838932,0.00019086720198605413,7.470025791963747,0.0591280596733215,1.7669981575690403,0.5507007057064578,0.10838373968195111,4.92801458633403,0.9629234722664074,COMPLETE
3067,3067,19.2880991659984,2026-01-14 09:23:29.863009,2026-01-14 09:26:25.965982,0 days 00:02:56.102973,0.4079104750024887,0.08152730936882206,0.00032139125916436084,7.181557786797771,0.9609333138655807,0.01737251931711239,7.630497794201462,0.01472310183256996,1.3397462377105163,0.7048671658861994,0.03578798278681316,4.053226986260554,0.9033053986352632,COMPLETE
4273,4273,19.29894273858082,2026-01-14 21:34:09.060532,2026-01-14 21:37:11.294542,0 days 00:03:02.234010,0.1295676559296321,0.11188477767173087,0.07310495911045985,7.367275343023763,0.17892286275417715,0.0002353811270199776,8.409239710729496,0.017113529687354693,1.8203337638907746,0.6941539138439395,0.017648658446280698,4.9896612389348025,0.9374648187100627,COMPLETE
2813,2813,19.308163569402765,2026-01-14 06:33:44.009297,2026-01-14 06:36:51.708660,0 days 00:03:07.699363,0.22864088805138422,0.023886074488507714,0.0025703048298721977,8.427981455485352,0.11691831560096172,3.447909063635505e-05,8.0370640866351,0.003321480574987032,9.266079617349709,0.5810414124973127,0.10769805429874511,6.887403235539406,0.9999023914334327,COMPLETE
1078,1078,19.31112018214056,2026-01-13 16:55:08.639025,2026-01-13 16:58:08.908089,0 days 00:03:00.269064,0.3432615067594559,0.17396055571166405,0.16033324853645917,4.084236655919132,0.09929274256850495,0.0009360793515334302,2.2417856274097065,0.27994412225173815,1.9821977754346438,0.285756470452201,0.019178948147042334,9.988680412258802,0.8922333210035752,COMPLETE
4004,4004,19.31266018674482,2026-01-14 19:21:21.726488,2026-01-14 19:24:27.260884,0 days 00:03:05.534396,0.4248034522746467,0.09249353695022008,0.12852996297349023,7.738978969908368,0.2023067504012127,0.00015765463550560362,7.6762933045111525,0.08292139812556529,3.1199718529816503,0.6281190879736224,0.07753716118198409,5.923094221812138,0.9532263911194954,COMPLETE
2080,2080,19.33178486443442,2026-01-14 00:58:37.137125,2026-01-14 01:01:54.636974,0 days 00:03:17.499849,0.3257446929602157,0.09913202387745947,0.12712799506137887,2.5759959978862477,0.04077218832853599,0.0005146383306575542,1.8195528227229363,0.24830828355101522,1.8120174919747,0.3248185738119681,0.0805344044066449,10.352900864688907,0.8157989613499343,COMPLETE
3408,3408,19.332580167983885,2026-01-14 13:29:01.216222,2026-01-14 13:32:25.255023,0 days 00:03:24.038801,0.4196852749307409,0.024129548072542965,3.578370553498748e-05,10.30115112338956,0.14909144774064556,0.0004306638276129346,7.960220612362577,0.0005629930811765875,1.9641711271565196,0.6026298316822085,0.062248765893487455,5.861273095142891,0.9382600705344164,COMPLETE
2318,2318,19.335631579765316,2026-01-14 02:49:46.430780,2026-01-14 02:52:59.119972,0 days 00:03:12.689192,0.3688656910666815,0.041647670824655286,0.028757489677565428,7.6358905809388125,0.10389606273051663,0.00033683090812795466,6.85438398970229,0.007236072068752625,2.2505964555033517,0.5236274014078092,0.10819931562490587,11.702309169798864,0.9581140353898122,COMPLETE
1382,1382,19.33862075066304,2026-01-13 19:05:48.101230,2026-01-13 19:08:45.890380,0 days 00:02:57.789150,0.35678151897689064,0.10616782025992719,0.7318049854485194,3.10353040447556,0.04235997399179531,0.0005289852961223375,2.458028920473536,0.27769019509449094,1.081889266413114,0.49330426886602097,0.02111581177795919,10.00780396533744,0.8331507567630998,COMPLETE
998,998,19.344667234856445,2026-01-13 16:21:58.831483,2026-01-13 16:24:50.185533,0 days 00:02:51.354050,0.3746931597065116,0.12485711720299106,0.18971055218481697,3.438948726839252,0.04306291793220874,0.055126836584693605,2.385990003813597,0.30111740499077094,2.0579570939323037,0.2589969933837854,0.0001428626623399703,9.182359359025405,0.8226403747500335,COMPLETE
3235,3235,19.352631797678058,2026-01-14 10:40:47.652823,2026-01-14 10:43:26.413212,0 days 00:02:38.760389,0.4368837973006754,0.047786430049460385,0.05792380015370275,9.772023406908712,0.2038085654980257,0.0006737699560387089,7.344130808474796,0.05094940568703608,1.8330721194441655,0.627435804284507,0.08632368204877743,4.858418411011709,0.9622686213874513,COMPLETE
1892,1892,19.35317533786691,2026-01-13 23:30:11.639766,2026-01-13 23:33:20.515641,0 days 00:03:08.875875,0.33745522419827456,0.07375573181983064,0.1008162260280612,3.002484345941661,0.034249785860859215,8.468915936978233e-05,1.2667612224576312,0.2500680230462837,1.5990052374721069,0.3007723612119161,0.06793593085556456,10.286944732349614,0.8060367872426044,COMPLETE
2375,2375,19.35991703195417,2026-01-14 03:15:34.350787,2026-01-14 03:18:46.957269,0 days 00:03:12.606482,0.41131387976000927,0.075515308730004,0.022583738882866314,7.861589479678182,0.08361484700360208,0.000352850470565146,7.16337819413859,0.03811647403614281,2.244217161432569,0.5517227459253636,0.10088689996298104,11.294463849534566,0.9315591008551005,COMPLETE
3736,3736,19.390670947182137,2026-01-14 16:48:26.575524,2026-01-14 17:29:51.962466,0 days 00:41:25.386942,0.2772532027702266,0.11317721969306677,0.019984913428374454,11.639521212056945,0.28817370438680723,0.0005908028237087694,6.9925076947340905,0.05693820840220712,2.5101079043837458,0.7241134850591704,0.06991344095694178,6.103353492451658,0.9103183951662077,COMPLETE
2807,2807,19.39398974842506,2026-01-14 06:31:41.653994,2026-01-14 06:34:48.779927,0 days 00:03:07.125933,0.18608433836967642,0.027336514234109044,0.014552337795561622,8.740345017796109,0.12056329519648981,0.00031987036695888536,7.815824725811817,0.8547157458080588,2.5096951612146157,0.5742563177625333,0.12525433558587237,6.835596507812064,0.9766193613012251,COMPLETE
3454,3454,19.41021694454027,2026-01-14 13:54:32.170580,2026-01-14 13:58:26.162372,0 days 00:03:53.991792,0.3931409340461487,0.02154477433019992,0.0007892405396479237,9.881861423972596,0.28396723673381175,0.0007820076620919125,8.027587028983458,0.020301685245004607,1.704778606901888,0.56595174646057,0.03929290041274844,5.026210329741141,0.9339428677156607,COMPLETE
3320,3320,19.41200136816134,2026-01-14 11:18:31.906329,2026-01-14 11:21:12.570780,0 days 00:02:40.664451,0.40218491194430955,0.03134376466195783,0.048072298481990045,9.077681094273235,0.11799206886230154,0.00017530096510710933,7.208793262076028,0.024965787394670126,1.7871904799772624,0.5700253904927154,0.07923883829485401,5.189025013095387,0.9311856885636275,COMPLETE
3168,3168,19.413570415795675,2026-01-14 10:05:25.154697,2026-01-14 10:08:26.674448,0 days 00:03:01.519751,0.41214330363794155,0.055249632736882257,0.08588954877734936,11.513893481147,0.10244902573082873,0.0006026388529188846,7.86313221011392,0.053701797750294766,1.8245208264255792,0.5811772220146517,0.10075357955631083,4.65192853751864,0.9565766044731323,COMPLETE
2810,2810,19.4250136696159,2026-01-14 06:32:27.505044,2026-01-14 06:35:38.054024,0 days 00:03:10.548980,0.41542041269662383,0.023023140397462585,0.016136981081330756,8.606369944517585,0.1301241553837489,0.0007163873382444105,8.12865144701726,0.11223214486723632,8.333967274983733,0.5822790873396124,0.1309542684125767,7.076797358535601,0.9958957544635928,COMPLETE
4127,4127,19.425995310304746,2026-01-14 20:19:36.702376,2026-01-14 20:22:59.586383,0 days 00:03:22.884007,0.22511162590323147,0.0784625293644242,0.02511678952084512,10.529728687469241,0.2711827920797767,0.00022129257443154616,7.618083532599193,0.001010739279309808,2.5241064227316006,0.5357634446354801,0.05005773972836417,4.77250396817136,0.9059379472478368,COMPLETE
3658,3658,19.449936950065844,2026-01-14 15:37:51.078993,2026-01-14 15:41:06.917668,0 days 00:03:15.838675,0.2553116298457372,0.09154467766677794,0.033731654754627485,7.694872526763468,0.36755106850756847,0.0001246864688065709,7.902273365857086,0.015601780097595538,2.931113157189033,0.6460341726774402,0.01941360320452379,4.14780826486307,0.9676351175157958,COMPLETE
2594,2594,19.456014321325494,2026-01-14 04:54:49.874479,2026-01-14 04:57:58.717322,0 days 00:03:08.842843,0.40445184669458484,0.037675359350683314,0.08060513901614678,6.872322826184865,0.12635990555501264,8.600072605628305e-05,7.203246622831071,0.021887410413302655,1.6998588453060253,0.6876646428004753,0.030041308720942416,5.823091447234484,0.9355257518881379,COMPLETE
4338,4338,19.464595045412878,2026-01-14 22:03:06.829409,2026-01-14 22:06:21.107877,0 days 00:03:14.278468,0.4033502381896787,0.049759841693312705,0.03220025176312319,7.270088768552002,0.13861112431338926,0.0005943784900552949,7.344953894720331,0.08368987732114437,1.975850839111368,0.49069374613887873,0.03808743983622598,5.721170493195305,0.9280762766513787,COMPLETE
3626,3626,19.466026751789396,2026-01-14 15:22:49.035627,2026-01-14 15:26:19.686719,0 days 00:03:30.651092,0.14326902296940863,0.1123529660145399,0.0014959581456352802,7.834644780144973,0.35290070199693196,0.00011629308181937967,7.697159424678108,0.03537708563301484,2.6611644198073052,0.6821354356489727,0.009619257213334814,4.343352097238753,0.9379343696226634,COMPLETE
2280,2280,19.467218731390176,2026-01-14 02:31:51.543127,2026-01-14 02:35:03.760017,0 days 00:03:12.216890,0.3692618300465829,0.045855930213031165,0.04984727835178148,7.716830547530227,0.05667181030864283,0.00035214252939164093,7.332308712041728,0.04302834771264069,2.2582606324717363,0.4853710557516985,0.12768427155253867,11.545658848337489,0.9367336832123333,COMPLETE
1180,1180,19.47015486374603,2026-01-13 17:39:15.293894,2026-01-13 17:42:09.956540,0 days 00:02:54.662646,0.32659608168804405,0.14389535484476818,0.1544569742711741,3.9605155239352694,0.019489518066693492,0.0012672277082422401,2.161139639885513,0.2833070963259855,1.7065614849644581,0.28227043804540186,0.06996808779468573,9.937676367177493,0.9140457726267991,COMPLETE
1105,1105,19.470912624252733,2026-01-13 17:06:52.311889,2026-01-13 17:09:48.496650,0 days 00:02:56.184761,0.3058309805228585,0.13965430891410743,0.1878524865710014,3.241307031139905,0.012537568284802583,0.0017398727904493127,2.3115771346987244,0.16304726722056898,2.2565453667095423,0.2427579127760577,0.054756647569737915,10.778033128790497,0.8972502148008071,COMPLETE
4032,4032,19.489545985932036,2026-01-14 19:33:38.799016,2026-01-14 19:36:57.928196,0 days 00:03:19.129180,0.24435719702702963,0.0779392154048872,0.01887857460045192,8.040067076951049,0.13782205049693122,0.00011914869450329658,7.523314458201491,0.03405748407861724,1.8669578669287838,0.5496505040253419,0.09518401829216128,6.049524233635935,0.9064418032670744,COMPLETE
2346,2346,19.50410333447117,2026-01-14 03:02:42.038134,2026-01-14 03:05:49.721603,0 days 00:03:07.683469,0.3858797653420769,0.05634405806818886,0.053376487975597436,7.298523079823752,0.07922403393209643,0.0005074303985898825,6.74884362726396,0.0684718151913217,2.4101407832718604,0.5226338530079867,0.09287727764279784,11.28990111579027,0.955368584030753,COMPLETE
1750,1750,19.51197252714922,2026-01-13 22:27:19.079001,2026-01-13 22:30:32.327271,0 days 00:03:13.248270,0.3419320107617456,0.11131840921283873,0.1729591825187028,3.56787359109532,0.06727833517643153,0.00038924432231014067,1.7395151686636794,0.311991889829024,1.4042458739323682,0.5039863749823046,0.055428890581514866,10.778727791636312,0.8598639666085464,COMPLETE
4274,4274,19.512949709737377,2026-01-14 21:34:18.751175,2026-01-14 21:37:25.076948,0 days 00:03:06.325773,0.21225108660070507,0.10721483094674562,0.07885876200894286,7.369901067445126,0.21347085101379407,0.0006630790927039312,8.104734423863597,0.01488707350959906,1.8493478867240367,0.7041018706950221,0.06132328584955726,5.316791719682883,0.937878991892056,COMPLETE
2454,2454,19.51335418259138,2026-01-14 03:52:11.317286,2026-01-14 03:55:21.481894,0 days 00:03:10.164608,0.4186393103700628,0.08604139007281497,0.03954772987135939,7.366577811000286,0.24319297452496264,0.0005900152525187194,7.97401556209761,0.04808634870396242,2.4868245570550442,0.5786181438634697,0.1310052486120664,6.162447682759413,0.9091760920834637,COMPLETE
2474,2474,19.513386134759113,2026-01-14 04:01:22.020651,2026-01-14 04:04:30.120524,0 days 00:03:08.099873,0.39057832481416693,0.08844891171393754,0.019336108573847474,8.170273422109346,0.20501418590497095,0.0001538257025447385,8.401809069085074,0.09449602065291139,1.8930450764776072,0.5399123596794037,0.08803819536684156,11.739638760909111,0.9347510146089519,COMPLETE
2480,2480,19.514966159272923,2026-01-14 04:03:43.788358,2026-01-14 04:06:53.764312,0 days 00:03:09.975954,0.4178021134669379,0.01695920328673752,0.004768055941069004,8.289465518473373,0.10639020038988953,1.1784174234518233e-06,7.007173555066522,0.0859461295082737,2.003141418966857,0.5840993202542484,0.07636365450177122,11.614923349051812,0.967716457250422,COMPLETE
2333,2333,19.537659964560415,2026-01-14 02:56:38.309451,2026-01-14 02:59:51.022318,0 days 00:03:12.712867,0.37708758653748703,0.023729839596404633,0.01243725730438568,7.878963878828126,0.0715764901700103,0.0005465498441161148,7.251947245219664,0.029287580481141932,2.1118979037230328,0.5454436432343577,0.13069706977055282,11.799735174137647,0.9740634216075426,COMPLETE
3740,3740,19.543702314301193,2026-01-14 16:55:47.831661,2026-01-14 17:31:25.695405,0 days 00:35:37.863744,0.3732194079561979,0.11770534149048721,0.015775831557396175,7.449186922813638,0.2832296083975052,0.0006885216453073924,6.975548703784972,0.017674444000970225,3.190746168811341,0.5412134004801387,0.06732371055516335,4.960258497315585,0.9681688224920558,COMPLETE
1561,1561,19.547652266900155,2026-01-13 20:22:31.803012,2026-01-13 20:25:31.988057,0 days 00:03:00.185045,0.36498678991523603,0.18531411377882806,0.2230928162388303,2.9198392921274934,0.11842679831701564,0.0008041770236267349,2.4842229188396105,0.23657045530516116,1.1811527653988363,0.5491572836437375,0.01595470189697358,10.65230664918091,0.8367762020962798,COMPLETE
4404,4404,19.555810679498954,2026-01-14 22:34:35.692491,2026-01-14 22:37:56.618429,0 days 00:03:20.925938,0.3997792073626293,0.06492599603964884,0.0004967797870795328,7.287994012164676,0.10363547556282166,0.0006006390969835786,7.824156272503416,0.05485663813844876,1.3858946966587478,0.6654500459464566,0.10497235421860682,6.028992895258265,0.950449361090583,COMPLETE
