,index,mismatch,hpv16_cin_fn_k,hpv16_dur_cin_par1,hpv18_cin_fn_k,hpv18_dur_cin_par1,hi5_cin_fn_k,hi5_dur_cin_par1,hi5_rel_beta,ohr_cin_fn_k,ohr_dur_cin_par1,ohr_rel_beta,beta,f_cross_layer,m_cross_layer
1763,1763,12.793327361664096,0.32129433942530305,8.720203432701899,0.4516686805202755,11.383257305978262,0.44402614399168244,4.418717572778909,0.3208465606535502,0.22123456190718613,7.904081079254149,0.2189959810487238,0.09832982772145553,0.07294721198577388,0.7875101570867816
1965,1965,13.062905958534055,0.39406025473023504,8.24575580299232,0.29033550072875275,10.04934558320884,0.39983656850584737,4.628654371289359,0.2871070088918238,0.2003258133868811,8.949894264779596,0.28526161889721635,0.11409345377223312,0.09558696220564403,0.8184952083416424
1996,1996,13.515464699378077,0.4120950345273353,8.58185126893643,0.3231198704864509,9.642669510144225,0.31559203466735003,5.255310346523892,0.36937967493433677,0.1760761073651837,9.239226710189113,0.24411237480673947,0.12092423216220351,0.04191549906357276,0.8312927273800074
2373,2373,13.711709932114186,0.3183546855512452,8.96185358901728,0.2665181796880062,11.580912665832619,0.4796709944079889,4.631457304513155,0.31689148995596134,0.2320590059625702,7.788680466872004,0.16287235356523577,0.09481628159191854,0.10153420791155116,0.8387862844760291
2915,2915,13.91406430975382,0.42410779394925624,8.299998051441854,0.34189087948033614,9.467651542728818,0.4436009443802136,3.062132961995396,0.33772527848295775,0.1077929256281301,9.196896948785461,0.2764175912709838,0.11466920114562397,0.04447649202246437,0.7051943921177846
1899,1899,13.972243370573269,0.3903513880026913,8.781722669422019,0.3811239645823719,11.346196395961217,0.45681256584400387,4.433827974707599,0.30565613776165174,0.24037671412131287,8.738342673301688,0.23128285664278983,0.09996144261778135,0.057920090265026196,0.7138733758990268
759,759,14.048391888096656,0.5284409052447382,7.9989179048281835,0.9928089382647147,7.119234272620308,0.6907318988804646,3.1527728523616996,0.18421724735098502,0.12423962224862939,6.153750647183061,0.3868186999431331,0.04974540225150219,0.1078190756212936,0.7044154963592909
1883,1883,14.069283175388803,0.3745114054189749,8.644330901975435,0.41123644989154134,11.986782522971774,0.47618641788425653,4.605532058768726,0.33649186649013985,0.1793941161055177,8.474876065171738,0.24117721054537605,0.09475984133160571,0.06306042734273205,0.7315263700126741
4566,4566,14.073725107618467,0.38087056352448856,8.899791013419037,0.33736163014921283,11.828008200614734,0.58332693525171,4.847976714522318,0.2811874086673608,0.21402790992428422,8.800686247550942,0.291407827491437,0.09281463671397328,0.05864906356971924,0.8246971557423741
1705,1705,14.13401153966518,0.426216068355992,8.94407210558796,0.5252176768994209,11.230483138098196,0.46284308971390276,4.273297581295086,0.21407881193754955,0.18242047247655113,8.033878718041475,0.2181547250112934,0.08414121099235779,0.049843278989063024,0.7179482116808991
1326,1326,14.153350405869613,0.4383245859393946,6.55983235865631,0.9607912483269614,5.556419720492495,0.6006407117164524,2.279595345475078,0.07736490071915156,0.14006372758436195,8.649001005546003,0.3243270911578847,0.06795942791996834,0.07150281534236497,0.6878760834003113
4862,4862,14.178376779922688,0.28383225792153255,7.804393264421961,0.4797046204792814,11.060044813848128,0.5669155865701005,4.419584425680177,0.31446347598559066,0.2837767868245179,9.379183626811264,0.24744062594633898,0.07827593302551372,0.12929847531254804,0.9116025737013449
1985,1985,14.20074411363741,0.36283873690968055,8.521926609648606,0.33005194143367683,9.742352362248425,0.35948366974645496,5.204571523063719,0.3292146654246788,0.14374409140695923,8.819458255103735,0.2598838543526832,0.11866454284243684,0.07480698076837329,0.8109593173341305
2888,2888,14.229389665424586,0.4328246550540571,8.359793222431705,0.42352132135522075,11.015220435938206,0.4837094244184448,3.067452589216925,0.33320351997994274,0.08378928044133688,9.419232998086255,0.2899545592369363,0.11669592628069163,0.027807059710419454,0.6899032564261237
3778,3778,14.22988310076747,0.3743343641966456,8.326378092102079,0.5835063812002942,6.210401381015589,0.49588322698750054,3.7909728745405245,0.05638605033874202,0.05348318958450876,10.005636664062308,0.2214864112548891,0.07339956766480424,0.0888089378908088,0.7077546796649514
