,index,mismatch,hpv16_cin_fn_k,hpv16_dur_cin_par1,hpv18_cin_fn_k,hpv18_dur_cin_par1,hi5_cin_fn_k,hi5_dur_cin_par1,hi5_rel_beta,ohr_cin_fn_k,ohr_dur_cin_par1,ohr_rel_beta,beta,f_cross_layer,m_cross_layer
2275,2275,14.573756010875769,0.00043747232336039906,7.051200878252271,0.6263830694529834,1.3946358637651473,0.5171263347883868,1.2561475630425938,0.3557209277506102,0.17736325137986436,2.1428063651688514,0.5789748063270712,0.13441009832499642,0.07623802999692882,0.40438497549715047
2413,2413,14.817079222372426,6.760881844320316e-05,6.789498846473858,0.5573105833220819,2.208078653118426,0.6143893069731611,1.4811492421713397,0.33117649633528207,0.17875216157570256,2.3116228631682265,0.5719119322286058,0.16062884922013904,0.05815631429191794,0.29983577958020974
4686,4686,14.910680589874694,8.427174575854869e-05,6.249427145612883,0.5035116027685878,1.4400403226800305,0.670763265986666,1.823374991507211,0.3373393178991339,0.13427024662132786,1.2048802615635759,0.6018002032604401,0.14924841623341153,0.05441173261593148,0.3877741356193675
3298,3298,15.305188828563516,0.00030949258430889415,5.504627488395968,0.6560016467591224,1.835550272314058,0.5855013053687533,1.4518504138880752,0.33876024885907746,0.11133707771094875,1.7807322765420825,0.7849442503581124,0.12636078082531707,0.07862289601216282,0.37785054584066335
3784,3784,15.546578632534668,9.28250212563226e-05,6.9277627283996965,0.5880082728258714,1.875997284272417,0.784815995526559,1.8834405636678173,0.27786294772162723,0.17582435488328332,2.9674893348392555,0.5934984324003273,0.138235862098883,0.053726140555470946,0.37126211827499445
1963,1963,15.801723931508224,0.00016114706745633798,6.984847500025497,0.5738773007657385,1.6760444128475451,0.6335212909672996,1.5134068691989766,0.2970263430785828,0.15608066040460192,2.5757817262301037,0.5890294747632412,0.16127756364092755,0.06021047247186563,0.3317784638927421
4041,4041,15.926959491619588,0.0002595123846133579,7.883287959544988,0.6204856238623645,2.1321974778371726,0.5803699636729254,2.6820775907312604,0.2935708534733633,0.11923656855851802,1.4305523590010947,0.5653557720058221,0.15209122347075574,0.051316036721112394,0.2931107649697575
4004,4004,15.929236072260194,0.00015923349589224117,7.141320030355947,0.6317734001608303,1.8821842571417415,0.6307573990613036,2.5316753301488957,0.3408547119933454,0.12595649310597473,1.181571245413932,0.5507819819234117,0.16010960108293337,0.04082614359471423,0.3352862800784048
2746,2746,16.11846592670836,0.0006623253673417294,7.531779405585262,0.582357059868264,1.6154273342370251,0.5783337557550721,1.0088105082184142,0.3379304356345707,0.11688556544729314,1.3555927694799141,0.49516187232920134,0.16034202395388378,0.05965041946635461,0.4162822472837392
3632,3632,16.263840793539323,2.1940783899184886e-05,7.327925991662112,0.5551090525050411,2.1875537104836758,0.7124136084318147,1.351810221337751,0.36698556198692317,0.09799622087542466,1.2915313044298093,0.5636245506378776,0.172936173432942,0.0403308323243117,0.44347211148230403
2240,2240,16.278046837301858,0.0005539624709665716,7.666239486291189,0.582035021007948,1.0055077373299695,0.5246826870152334,1.6728098493445318,0.32847931298469235,0.2000038985139073,1.9911616866926785,0.5527679232896553,0.1486613046244053,0.08343507054417247,0.393690643161295
1034,1034,16.353710754704252,0.000750626809417567,7.742342678261153,0.47276324748187204,1.9043139909023665,0.7756323701207989,3.4689024701139792,0.1289336173439829,0.04946141357276803,1.6961091215152466,0.9196434471493748,0.13088644967464633,0.08019005424232349,0.412185177003399
2410,2410,16.459832933219126,9.029086656599651e-05,6.3356875798599965,0.5503864908294097,2.158633759626777,0.6083841820197118,1.0126618833149235,0.025352633413352907,0.15973075622272456,2.294599937821105,0.5662065840739231,0.12304899263614079,0.055200070014862324,0.44989913401547504
1148,1148,16.482713925681807,3.5822647693325646e-05,7.2120563557548145,0.6350454807486825,2.269894460902445,0.6353448480892285,2.9364824919090604,0.2305938873847583,0.16709659354044093,2.3073165447188155,0.6302315716171094,0.1442084118418405,0.06885626180472848,0.41797511782519353
591,591,16.488669752273175,0.0007354885413714944,8.167747228316808,0.48795163283039683,1.753261700860643,0.7277599942852048,2.8363482286607256,0.12907930952226487,0.013427203412561409,7.95961386193554,0.49765609983321324,0.11858109228046393,0.0881582415729328,0.5057751692650062
3049,3049,16.514095536527844,4.292490816242066e-06,8.530680751816256,0.580697126172532,1.73829588786135,0.6362256506001583,1.5668389886197749,0.29976384932251643,0.17511067788170986,1.7946209932607264,0.502625228246574,0.12917997070860718,0.06882932633388066,0.4005779953845863
