,index,mismatch,hpv16_cin_fn_k,hpv16_dur_cin_par1,hpv18_cin_fn_k,hpv18_dur_cin_par1,hi5_cin_fn_k,hi5_dur_cin_par1,hi5_rel_beta,ohr_cin_fn_k,ohr_dur_cin_par1,ohr_rel_beta,beta,f_cross_layer,m_cross_layer
4645,4645,15.8144946798421,0.0005055024421844564,4.71864255580401,0.06838815529713953,9.422137855457718,0.6338405224508505,1.1981344029953267,0.5758709427075898,0.14304026711662488,2.375152540332066,0.20457963759927333,0.18498443265554138,0.3501935234277655,0.018218088962873608
4978,4978,16.886854839218525,0.00015579297633084611,7.290585117108515,0.06823078993850905,9.756868178243131,0.5620312719576573,1.0030747548670493,0.7257149926130113,0.16654111216875048,1.2061165491647508,0.21348951429643365,0.21793320415454262,0.28792337340127233,0.03245090709710962
3745,3745,16.99236856964666,0.0009619152459785947,8.520600989231538,0.08656779842133923,8.04206715564801,0.555645876420453,1.1896604550213834,0.6329708651494514,0.18342584074468682,3.123045461749913,0.21492969180793103,0.22281702887297025,0.18447505963414945,0.031967306778069735
4145,4145,16.994631818372337,1.5595614048362534e-05,7.9776794147672705,0.06427001834692136,9.71037886534459,0.5896184256167376,1.2115511482215358,0.6672006626461514,0.19576234191025765,1.9837141529295026,0.18797442963409697,0.21376910542335797,0.24258174575532168,0.03266538695105949
4166,4166,16.997516958417357,0.0001548274681414822,7.659463394655056,0.08656833684898729,9.519066852174232,0.5627739889857255,1.0040174215217919,0.6314321733227226,0.18145631005210028,2.55183788764571,0.17891210997674342,0.203879899683909,0.2656243906245344,0.022323734286089653
4577,4577,17.01276766432454,0.000488893919493253,7.708039421037663,0.1258992462473402,10.079714513071067,0.5485676047253198,1.3911334978319896,0.6405403130701907,0.18763376314188218,2.7593510572852353,0.23557586371446276,0.1449322717169253,0.2242967056469912,0.029773912160536077
3181,3181,17.449191619458535,0.0001169601295197692,1.0015872556913432,0.06653707647862553,7.573830240068774,0.541207891150744,1.7426434431534283,0.26329888440800187,0.2287117871797442,11.830249330057285,0.05685886215770534,0.36349231938048304,0.04800879182440318,0.2709946784586316
3931,3931,17.533043034077167,0.0002757583267355647,7.668787582971869,0.16812520873564,9.135252550447744,0.6123451529718809,1.2176755837349058,0.673467318735622,0.12232160151466073,2.5380481285858734,0.2319550521581358,0.21330784585610982,0.2803359656348982,0.01901792863210241
4067,4067,17.69645676461727,0.0006159959671447935,8.31033751150569,0.07447788221329137,9.97212869723676,0.8323562610184758,1.23969334019355,0.686004463179156,0.19221810188993593,2.293033166868899,0.2940960074722473,0.23122707855256658,0.18670637941347226,0.017185782442843585
3831,3831,17.745458569183757,0.00015271237641049755,8.684722996317007,0.07911504454150685,8.940067714398243,0.5662405965554543,1.4170042409381574,0.6686873765482966,0.171613071395945,2.8125201147008436,0.20623806938706962,0.2266159768087651,0.224771013452898,0.023746301271682216
