,index,mismatch,hpv16_cin_fn_k,hpv16_dur_cin_par1,hpv18_cin_fn_k,hpv18_dur_cin_par1,hi5_cin_fn_k,hi5_dur_cin_par1,hi5_rel_beta,beta,f_cross_layer,m_cross_layer
3009,3009,21.399285025187485,0.0004309898767469975,6.067221156121468,0.2602809897569394,1.8950308951226695,0.02194284415544647,9.581029640214703,0.19756315502675736,0.49923118335482336,0.06321333497345105,0.6339702173780916
4525,4525,21.430425162822775,0.0004622193615427129,6.353513540185304,0.753052551128629,1.3565793755230735,0.04117438103854283,8.041097184683768,0.25052379892632165,0.4670729029815836,0.03260777152753928,0.7256867715837327
3025,3025,21.45204768704614,3.696040372064692e-05,6.451510079717222,0.34034023935142294,1.8444146906337235,0.052739967995676075,10.184804659351201,0.24238897644639246,0.4842414453376217,0.00037208827795057187,0.6093048038115417
1622,1622,21.45533407412361,0.001387492256618484,6.413566091582773,0.5326187602635047,1.3190976371818801,0.03157659987113293,7.928746083893276,0.24546298485160428,0.4953363904610978,0.043332317562173824,0.7026434004923604
2756,2756,21.455876354433435,0.0007747230377097905,7.252920756731041,0.729573509890278,1.3449777866253392,0.09751312341646651,8.974135275162109,0.27220143651272616,0.48253358334127716,0.03426007209009609,0.6726366525549717
3238,3238,21.47642070081361,0.00018388931274616855,6.3152562893352115,0.6958958973513589,1.7152738200283175,0.07702559303624006,7.9537172327728,0.22837250164953016,0.4628516414939255,0.021452718196221465,0.695778408221888
998,998,21.554336246774206,0.7496203291928579,1.4282619436275703,0.5732273195358322,2.0796887367423396,0.0618556640299216,7.183282267331645,0.2440703021412578,0.4191084791878676,0.000899215401137193,0.07143851652812823
2261,2261,21.568759415303962,1.1233056828836103e-05,8.568210342313211,0.45664147758811124,1.312044131951453,0.06293011825882404,9.323220849877288,0.2909555351598263,0.481037678262498,0.03810830093772134,0.7166447769727737
3086,3086,21.570907591251693,0.00017466695418145712,8.257567097319003,0.47419812323827576,1.415124849886467,0.07809883746035308,8.558040841576974,0.2773455589623849,0.26849376020505766,0.01759737827182667,0.7016847326608247
2030,2030,21.57152664013888,0.0003490101738063281,6.681890433648899,0.5716624384185524,1.2475992965330291,0.0006574554309404998,9.124961770660668,0.23042997786277772,0.47501373611726744,0.017052095192169405,0.6670048396722852
1534,1534,21.58435615195903,0.0010730821774965222,5.234053726376212,0.5768707525593817,2.077698000718221,0.1068004683421684,6.676770448775332,0.13164049653675694,0.4389218342338311,0.036747070046149855,0.6839518059002255
3266,3266,21.587146207919613,9.405754496659457e-05,6.554750110756865,0.8050910283375539,1.4402648159155724,0.08976816151264981,7.8427038810689345,0.2429205771977869,0.49179754022398,0.03514203369469849,0.6862120148417608
426,426,21.596252434825914,0.0008860228000295706,1.3250136028106152,0.8549074455151117,1.4795357397990807,0.2771323165485441,10.80889026579816,0.021816934929211662,0.42166908818951765,0.055271910720765094,0.14865606644589546
