,index,mismatch,hpv16_cin_fn_k,hpv16_dur_cin_par1,hpv18_cin_fn_k,hpv18_dur_cin_par1,hi5_cin_fn_k,hi5_dur_cin_par1,hi5_rel_beta,ohr_cin_fn_k,ohr_dur_cin_par1,ohr_rel_beta,beta,f_cross_layer,m_cross_layer
27,27,45.552214940270474,0.25388158178660636,6.82856476833051,0.005847646233925929,11.942674500474318,0.30080863826438975,1.1268854213582413,0.8067254466691705,0.16326626262925698,9.293192197356854,0.5838238583008257,0.06434527814772398,0.23718687498700508,0.06384125889052342
20,20,45.552214940270474,0.0028103578445662636,1.236101146129207,0.18512543047605734,10.798593250728933,0.034585742587131596,8.04106810825552,0.31932677027916145,0.5722358335591483,11.593494363521586,0.49174614474069,0.014295501658261295,0.13065251957990537,0.8415395019146659
19,19,45.552214940270474,0.05673081531699399,4.756003551378697,0.13839588474492592,7.6179686717110835,0.021518675694182546,8.012782921927364,0.3006264156485564,0.5831124673158894,11.48532201390164,0.4703833171029177,7.442589994002824e-05,0.08292964520527407,0.8269170760420128
18,18,45.552214940270474,0.006946116855094386,6.358703189966914,0.001544200840687182,11.880442688748998,0.22632359723455273,1.2134329055547524,0.7944842791243818,0.5763166426002347,8.488362854518229,0.534000851575545,0.1711195736217642,0.010656185603603027,0.9681143205874818
17,17,45.552214940270474,0.05279661655564766,4.74526216292013,0.15936458749620347,11.083397735408585,0.0008773639741541661,1.1485028179755101,0.7793298304897167,0.026444493979965122,11.752826233081745,0.49778687369280045,0.024863780206134944,0.1073455308132002,0.029752924935975533
45,45,45.552214940270474,0.0833239910947823,6.1493500618327985,0.07438250309956018,10.840548990709783,0.4252595070849673,2.0002016838071994,0.2637185056024772,0.4087219718399696,11.05847288217879,0.6865024472054765,0.029382493049834105,0.09021791564366104,0.6983974940901317
46,46,45.552214940270474,0.09057921043866486,6.009265247071434,0.0798110738550204,10.782420835311097,0.41002878563812317,2.1402693721433277,0.23828611535003547,0.4095892259930354,11.109969152877726,0.4317437139577159,0.03107859226289429,0.10757352937980769,0.7027319157229828
24,24,45.552214940270474,0.24463706852003378,7.2599912384651715,0.2477310208415887,11.370289554158324,0.025848652699435606,11.51206972974132,0.8338028020016107,0.1507357156547388,11.78654899606131,0.18904384286858994,0.0002231844602998377,0.02304835836442984,0.0774315525764045
47,47,45.552214940270474,0.09890930204807745,6.1612168451893625,0.42451285069329336,10.854077207681017,0.09560315320768616,2.4472452776862896,0.7477491539985074,0.7859888009805776,11.201720255913054,0.5167651316710514,0.03115224543316464,0.08410372816871342,0.9983799519633989
25,25,45.552214940270474,0.23713846193257754,7.688251541556067,0.1799770994929793,11.92390852209127,0.05829858383555475,11.631860153968347,0.8423832946517342,0.5858252496388251,9.130789417508137,0.19394298000321447,0.01271691863653777,0.014882427546072177,0.03025803802625027
42,42,45.552214940270474,0.3580189741461456,3.958499564370054,0.11419222005398084,10.766431112172997,0.13268738703518423,6.868073339661227,0.24210900598421475,0.4543131204187183,10.629718798752492,0.42482448748695517,0.028637411828242577,0.09605020053560545,0.884724765509989
54,54,45.552214940270474,0.13651289327662636,1.9796066922091158,0.4253255629150644,8.928167809980158,0.07186505717652729,10.116888945875278,0.7447006837790638,0.5273713812115427,11.565630356413756,0.6890857856049122,0.001748126924797068,0.6014501461921563,0.5943887224489495
49,49,45.552214940270474,0.09247130085255283,1.6727335413377074,0.17867895367030706,8.757543166470647,0.07897957748585994,10.265895196364177,0.7377613193692001,0.3972283264211566,11.451745973944204,0.6712862483281306,0.02885574054970637,0.09280620663267052,0.6945343944195146
28,28,45.552214940270474,0.21348204206334556,7.478861520098567,0.01165138187141651,11.870033754683039,0.2708782624327114,3.540299213426302,0.8276125818122673,0.8036715836458008,8.70352717549368,0.6019921940333738,0.07210917654968435,0.0035482523398449716,0.017778320109315477
50,50,45.552214940270474,0.09184931275381451,1.9128291602987308,0.42399403862081747,8.800571716304658,0.08157258559986,2.313006858714014,0.5028435835100256,0.6029019085119283,11.435648004404948,0.6772644216228556,0.027035539792982996,0.1448356127651994,0.7002894429729836
51,51,45.552214940270474,0.04350823810015883,1.8764440773313718,0.4799747690403926,8.635570794400463,0.08212163023169758,2.202757359435206,0.7455401812330403,0.5984805529632609,11.563643469229412,0.7454935121030236,0.02792243339246097,0.1587145184367944,0.7084217529608681
30,30,45.552214940270474,0.19620154560675218,6.99629198183199,0.2472704439738635,11.954258836190808,0.2699679634448677,3.4768641690169826,0.8159029490257429,0.15562604542492817,9.157966110338599,0.5840738167141128,0.0683762282659077,0.012219752644915413,0.012592609123875574
52,52,45.552214940270474,0.04998398109166766,2.2323417841292073,0.41863890418814165,9.138987646018183,0.07667652077235618,2.54220889053808,0.49701123025948524,0.5825312091876992,11.51428018178198,0.735025046029042,0.026956074793511135,0.15642530015742262,0.8389504774204491
31,31,45.552214940270474,0.1927500334638031,7.496491193367699,0.23720773549215807,11.506667179247964,0.2624169408948901,3.7617928881669513,0.8570341404356705,0.6614557492397171,9.093418301232978,0.5790154999093187,0.08266659217018024,0.03711946630756907,0.034120371063114434
32,32,45.552214940270474,0.20408962963332336,7.517045147509164,0.0011358170443793877,9.785200398085744,0.24541025410431228,1.0409467355629574,0.7828430395337924,0.6690115147775645,9.237684308747921,0.634805116709327,0.08999988685593031,0.25308674270735554,0.038184012576502335
48,48,45.552214940270474,0.09999165827171495,1.8227157002638237,0.40158854461180166,8.483209290940078,0.09695975689603517,10.409525490253452,0.7285785312647387,0.3980217968992525,11.305924804743109,0.6910501261462694,0.0168645050136735,0.11416950574855035,0.8411292709328356
22,22,45.552214940270474,0.009435651297854633,1.6346560552870804,0.7626745937553799,7.865270652968567,0.039142807876676525,11.777222577329844,0.3912576634847139,0.5627181906686956,11.81216169320323,0.18104302020471197,0.02116928258410028,0.11250231824839285,0.8353656850040406
53,53,46.547783625647135,0.03784469027549292,1.9011039357976562,0.4125836840263818,8.752867667277048,0.08339025287697802,10.002909894241705,0.7355906029863555,0.5939839768857256,11.373170170932106,0.7616566255104331,5.419737840813704e-05,0.18440132802002052,0.8339430484569832
44,44,46.855021439531924,0.08509005827653447,6.250529928386301,0.08624932519593119,10.78707634139931,0.11013316685962123,7.2419169362660485,0.2712836940961431,0.42181084376535694,10.948317269966777,0.4347817646578696,0.15475171154179324,0.0989475821567912,0.6791516615463085
43,43,46.855021439531924,0.09632524523535686,5.940108203203152,0.09972663361017034,10.751863134842125,0.40261374851393505,7.023207400183191,0.2856475817043401,0.4570667023456916,11.095651244118516,0.4333022609487757,0.15656539038427023,0.09417432693754318,0.9945939888594689
26,26,101.7151079873558,0.2503141470951369,7.830258140363869,0.015232768193378932,11.77480650168686,0.3248105434392299,1.1298839488375965,0.8467342656487956,0.6759441735901726,8.909204175443364,0.23541052202561635,0.046304154632413275,0.21208272892007013,0.29296559578713893
14,14,101.76365167667618,0.09447370803147359,3.1208043312570544,0.8686201680381774,7.554587823113633,0.12291527288034743,8.688499490020757,0.3429175198623644,0.34617044997503965,11.059427377539741,0.09866875647414641,0.1354820217159845,0.44597342376205695,0.7722034943883354
29,29,102.05976818153056,0.23310419661038934,7.621283035493684,0.2376750019711595,11.747180443458944,0.276951930856974,1.1384707603915354,0.8106517004206488,0.6443482758231412,9.279955273993167,0.5890310838756014,0.06988768499172344,0.022003419409574648,0.07931515829714098
3,3,103.15242424554798,0.12581516305143747,4.557570335561644,0.4533238936989421,1.3776296280378706,0.5222060770809127,2.4625790747828367,0.6907325562436235,0.42227330391539397,10.259380285789529,0.4084170743824943,0.37969880739113987,0.9789433851453846,0.7415802851966168
11,11,103.39999706108199,0.055387724532445226,5.860925843661242,0.14958524594100298,5.852230364953574,0.6876837415403483,4.435955749366427,0.17103206670684756,0.047232942836778924,4.571563814756772,0.6244307474836999,0.22648711037866393,0.9860326502435105,0.5099153482092204
39,39,158.39394086034355,0.3569210920031457,3.985845128180663,0.12958681561629176,10.266104842414014,0.1621441706922209,7.085057139254703,0.25727763077759436,0.4918422522751323,10.76325487345888,0.4407167860054414,0.12095530007698051,0.28006647715352123,0.9130215084895021
33,33,158.75316416131443,0.15545954713407933,5.540650455286425,0.0071661545105845825,10.084032492852309,0.25012647811324346,3.283453158470908,0.9518920690517026,0.66283127452267,9.10509121515602,0.6025151042314318,0.08915035654790386,0.25687405495381155,0.9267058975087418
1,1,214.60537759674926,0.787848129483067,6.348939194642456,0.0014650180040104432,1.423361441117974,0.35538634719394335,3.0211316389225424,0.612871464660434,0.28317247386398425,4.466323804168655,0.7544240326234335,0.2296231715309524,0.11008758939506125,0.9797750663682347
41,41,214.64421254820562,0.4379889105172715,3.7777406918373746,0.11910493252423959,10.730240056987414,0.4168449939645032,6.874656103381825,0.24978394582604652,0.46646968622569007,10.655536640299326,0.44531031123003445,0.13594120058128983,0.1003391754095492,0.8925159261870834
34,34,271.6550856902272,0.3886461391362178,3.79516994825627,0.30398856161681365,9.61541313572814,0.3718818102890151,1.0351805489964558,0.9590880218381518,0.6524100442082144,10.052996901892598,0.5691672396951534,0.11315824001252281,0.23462207771635354,0.9028741160129838
23,23,327.2738305105555,0.018292068676138,1.3345043482354328,0.7680720339695146,7.847188013378365,0.007193984777972839,1.4742163294632618,0.2961376976243562,0.5488645317547161,11.870612492248519,0.15794619671268645,0.0510387451084984,0.15123128707887012,0.8089724638560856
37,37,328.2224258268424,0.3899524922663994,3.8671154542292165,0.07867308088707553,9.794531028487723,0.17943181935135466,3.749611942633951,0.9682539181310532,0.45369892156060965,10.365179276426916,0.32959947588057587,0.11235389876287798,0.28513470442915156,0.9253117609802619
36,36,328.58558568400775,0.36521930391527824,3.7856539148558777,0.2860665543977279,9.88876853593803,0.21183534905218832,3.500699007662435,0.9751307313919715,0.47080768648515103,10.232028081333482,0.3138538634254806,0.10481624387801555,0.2814156255087397,0.9333635166798648
40,40,383.9562629303731,0.34600452876832,5.788840522235793,0.09115221092305303,10.337205858818043,0.4175815808464279,7.431083525840988,0.23944184923931383,0.45814800157925756,10.721373859650479,0.43717859276184884,0.11657936776929617,0.29468437392112984,0.999580521065589
35,35,498.38934388317045,0.4053686611036102,3.8691641634531324,0.2798675449110657,9.85999923479102,0.17760641700868185,3.381762405106195,0.9770113336468385,0.47576410004634917,10.207753233335406,0.5290820402882921,0.12225968246353028,0.22180937752695218,0.9553669548137742
38,38,498.65419533300917,0.3566301587429091,11.95593593774854,0.12930105880391599,10.045988839442083,0.1513761945568342,7.387808261279427,0.5085672432674778,0.4530305046369698,10.850903698562735,0.4366079103225399,0.11295449747020345,0.277452666923866,0.902754143930701
12,12,554.1950730841075,0.4789748645634231,4.531140131490691,0.997691360091161,6.695314395199789,0.5683449727980886,6.704420073234754,0.6760112842928597,0.9913682763483602,1.3483788882193906,0.29825951094678804,0.16848580642940153,0.4235078200441823,0.17811169972587826
