year,name,age,sex,genotype,value
2016,cancers,0,female,total,0
2016,cancers,15,female,total,1
2016,cancers,20,female,total,58
2016,cancers,25,female,total,341
2016,cancers,30,female,total,348
2016,cancers,35,female,total,295
2016,cancers,40,female,total,284
2016,cancers,45,female,total,264
2016,cancers,50,female,total,188
2016,cancers,55,female,total,174
2016,cancers,60,female,total,160
2016,cancers,65,female,total,128
2016,cancers,70,female,total,107
2016,cancers,75,female,total,88
2016,cancers,80,female,total,87
2016,cancers,85,female,total,43
2016,cancers,90,female,total,28
